Tweet_ID,Formatted_Text,Manual_Sentiment,Polarity,Subjectivity
9.79E+17,"Q2. This is super easy Tweeps, tell us the differences in the two images!    https://t.co/UydSAIJylt #Baaghi2OnPaytm https://t.co/C2SM4Z5O3k",neutral,,
9.79E+17,"S S Mandhana  FOUR! India Women 39/1 (3.5) (6x4, 0x6) @paytm #IndvEng #T20I",neutral,,
9.79E+17,Q1. Who has sung the latest version of the peppy track #EkDoTeen? https://t.co/UydSAIJylt #Baaghi2OnPaytm https://t.co/zISeHvu0zj,neutral,,
9.79E+17,VIDEO: @ImHarmanpreet pulls out a one-handed stunner. Running in from long-off the Indian captain took a blinder di… https://t.co/6Wx0zYtTa2,neutral,,
9.79E+17,"End Innings: England Women - 107/10 in 18.5 overs  (Natasha Farrant 2 off 9, Alexandra Hartley 2 off 2) @paytm #IndvEng #T20I",neutral,,
9.79E+17,"WICKET! Over: 18.5 Natasha Farrant 2(9) lbw A A Patil, England Women 107/10 @paytm #IndvEng #T20I",neutral,,
9.79E+17,"WICKET! Over: 16.2 Danielle Hazell 3(7) ct Harmanpreet Kaur b A A Patil, England Women 102/8 @paytm #IndvEng #T20I",neutral,,
9.79E+17,"#Rangasthalam For all those asking, Sandhya 4K Bangalore city.. special 6 am show booking will be opened at… https://t.co/2CBk2R1Xto",neutral,,
9.79E+17,#ContestAlert: For all the Baaghis out there- here's your chance to be a part of the special screening of #Baaghi2… https://t.co/MS0ULAZqrw,neutral,,
9.79E+17,England Women 54/1 in 5.6 Overs @paytm #IndvEng #T20I Scorecard:https://t.co/tumKYA3EvZ,neutral,,
9.79E+17,"WICKET! Over: 3.2 Amy Jones 15(12) ct Mithali b Pooja Vastrakar, England Women 24/1 @paytm #IndvEng #T20I",neutral,,
9.79E+17,"Amy Jones  FOUR! England Women 17/0 (2.2) (3x4, 0x6) @paytm #IndvEng #T20I",neutral,,
9.79E+17,"Danielle Wyatt  FOUR! England Women 9/0 (1.6) (1x4, 0x6) @paytm #IndvEng #T20I",neutral,,
9.79E+17,Excited to see the ACTION unfold? Grab your #Baaghi2 tickets through @Paytm and get 50% off on your first booking -… https://t.co/2NPppBsfTI,neutral,,
9.79E+17,The ACTION unfolds tomorrow! Block your seats with @paytm ?? https://t.co/zct2c7JN6r #Baaghi2Tomorrow @DishPatani Sa… https://t.co/UkHNbBm0YH,neutral,,
9.79E+17,India Women - Playing XI @paytm #IndvEng #T20I https://t.co/pWy8PZ9srs,neutral,,
9.79E+17,@vijayshekhar Team... Listen as per your employee Mr. Rajeev we have to wait till tomorrow night 12am..!  Moreover… https://t.co/lWYea9LGMD,,,
9.79E+17,England win the toss and elect to bat in the @Paytm #T20I Here’s our Playing XI #INDvENG https://t.co/wqsYdYVIlq,neutral,,
9.79E+17,"@RBI In violation of RBI circular on PPI and Wallets, Paytm is not authenticating each transactions. Money from my… https://t.co/0MJKsbN6Nb",negative,,
9.79E+17,"@dominos_india Hi, I placed a order with dominos app and it was unsuccessful. I paid through paytm and my money got… https://t.co/gPEoWbohhP",,,
9.79E+17,Not able to pay Tamil Nadu Electricity Board bills on @Paytm and @PhonePe_ https://t.co/6pr1bco8Wn,negative,,
9.79E+17,Again no reply from paytm. Plz learn from @BSNLCorporate or @RailMinIndiah or @CapitalFirstLtd how to reply there c… https://t.co/0MPuUBlg72,negative,,
9.79E+17,Send money via UPI.. but did not got my 50 rs cashback yet... ???????????? @Paytm #paytmkaro https://t.co/AgxG9qaJ2d,negative,,
9.79E+17,"Watch the Kings live in action at the IS Bindra Stadium, Mohali and be a part of the magical experience.  Click her… https://t.co/qLggPiRiFf",neutral,,
9.79E+17,why does your representatives insist for Aadhaar for KYC verification? other commercial e-wallet providers did not… https://t.co/Vrw3QuNVEp,negative,,
9.79E+17,@vijayshekhar  hi sir this is chandru   sir ur paytm  custmer agent not conect my call  5.6 days  because my regaur… https://t.co/qB2yjYZAKm,negative,,
9.79E+17,@vijayshekhar Ashamed of being a paytm user. Never thought og such fraud would happen in paytm. Looted 13960 rupees… https://t.co/VX7hKUzQfD,negative,,
9.79E+17,Recharged metro card using @Paytm for 500/-  failed but money deducted from bank account. More than 24 hrs no refund,,,
9.79E+17,Surprised to see (no) response from @ZetaIndia and @Paytm (almost a month now)! Have been planning to have their se… https://t.co/w7nCD7lFHY,negative,,
9.79E+17,"@dominos Order no.241 on 27th March 2018, as the order was already prepaid from Paytm & it was ""delivered Late"".If… https://t.co/USOmfXOMet",,,
9.79E+17,How to update kyc Apki aap m to go to door ka option aata h bekar h olys failed batata h @Paytm,negative,,
9.79E+17,Thanks For Your All Services. Extremely Happy With @Paytm Best In Class UPI Service ????,positive,,
9.79E+17,@PayBox2015 is now more rewarding with Rs 100 @Paytm cash Joining Bonus. SignUp Now for More #freepaytmcash offers,,,
9.79E+17,"Why @paytm is compelling for linking Aadhar card, in spite of Supreme Court of India having directed not to compel… https://t.co/KwdcctKngd",negative,,
